"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene"
3104.09597678753,-0.568944600170413,0.0900554119856643,-6.31771692145478,2.65455685732217e-10,1.07935096572794e-09,"ENSG00000000003.15"
153.562779460968,-3.40580217182598,0.246377966155142,-13.8234852124779,1.83943885273291e-43,3.75361926750858e-42,"ENSG00000000005.6"
2304.32717791152,0.425414702862419,0.0542843303421253,7.83678642034002,4.62223270154802e-15,2.55974870748026e-14,"ENSG00000000419.13"
1568.93932535455,0.345198446413924,0.0550537140058484,6.27021178584342,3.60557354795213e-10,1.4519547793065e-09,"ENSG00000000457.14"
694.326636359056,1.2325313332328,0.0738873066371274,16.6812323974125,1.79477739223028e-62,6.87824930864422e-61,"ENSG00000000460.17"
578.352776773988,-0.427854991019016,0.097845355473319,-4.37276750592097,1.22681352574503e-05,3.30294912544867e-05,"ENSG00000000938.13"
3462.08489104058,-1.42024287670739,0.0989607383655184,-14.35157922389,1.04138573897352e-46,2.38972675007144e-45,"ENSG00000000971.16"
2610.46423595674,0.425474504451133,0.0654649596945757,6.4992708532346,8.07102353499097e-11,3.40895553288339e-10,"ENSG00000001036.14"
2259.73476806819,-0.351903323396033,0.0662367111778433,-5.31281395374817,1.07945230132115e-07,3.55413676372387e-07,"ENSG00000001084.13"
3116.37170478331,0.63047812466073,0.061868500097744,10.1906159623178,2.18376148380075e-24,1.99150449689048e-23,"ENSG00000001167.14"
673.15929005582,-0.0250438194552009,0.0486896681752531,-0.514355927936466,0.607003166263791,0.724019740049301,"ENSG00000001460.18"
2896.4757651935,-0.232061987238397,0.0717070962354324,-3.2362485642492,0.00121111871601509,0.00256832201194929,"ENSG00000001461.17"
3379.69778474167,0.431741067164462,0.0459466024377927,9.39658308248141,5.63637521693352e-21,4.29528245698404e-20,"ENSG00000001497.18"
1841.00365952453,-0.216703438075408,0.101207089240381,-2.14118832684445,0.0322588540104921,0.0548019265996007,"ENSG00000001561.7"
6075.65324460567,1.06957004087069,0.0805525092789615,13.2779233129369,3.10897186476771e-40,5.61700571041114e-39,"ENSG00000001617.12"
67.6900466511863,-0.667904516534901,0.213861767345541,-3.12306647805708,0.00178977317512112,0.00370142702635909,"ENSG00000001626.16"
4666.37834376578,0.212210201673834,0.0538898589132275,3.9378503850888,8.22148284465762e-05,0.00020213894618466,"ENSG00000001629.10"
119.447583978312,0.568808908599334,0.106701391677496,5.33084807664507,9.77551733491252e-08,3.22990736560884e-07,"ENSG00000001630.17"
383.282125331828,0.0345092180757307,0.0445750135621193,0.774183007878148,0.438822575279522,0.559224314198064,"ENSG00000001631.16"
556.858766990356,-0.178297897505146,0.0554462041015439,-3.21569168519836,0.00130130555976969,0.00274685815932437,"ENSG00000002016.18"
15.9358710048554,0.949619821705795,0.145471628848078,6.52786958684243,6.67117417800764e-11,2.83504658842745e-10,"ENSG00000002079.14"
524.854156438388,0.56966594621146,0.085496825923157,6.66300696032231,2.68280950660636e-11,1.17306503814288e-10,"ENSG00000002330.14"
7517.11462329676,0.281531646772115,0.061169980519057,4.60244787366585,4.17554087685192e-06,1.1810058373905e-05,"ENSG00000002549.12"
10854.5145217535,0.0266799433537167,0.0812110392411139,0.32852606742914,0.742513938055989,0.838537962531446,"ENSG00000002586.20"
310.086372301037,-0.472943848884264,0.0881580120309527,-5.36472905852518,8.10708192113322e-08,2.69627308621432e-07,"ENSG00000002587.10"
